Negócio - Negócio criado em,Negócio - Organização 2,Negócio - Novo cliente?,Negócio - Etapa,Negócio - Status,Negócio - Data de ganho,Negócio - Data de perda,Organização - Canal de Origem,Negócio - Data atualizada,Negócio - Data da Última Atividade
2021-08-13 10:39:56,Imobiliária 125,,02 - Ta quente!,Perdido,,2021-09-23 14:55:06,Tipo B,2021-09-23 14:55:06,2021-09-27
2021-08-13 10:44:25,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-08-23 10:09:55,Tipo D,2021-08-23 10:10:03,2021-08-23
2021-08-13 10:46:07,Imobiliária 213,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:24:12,Tipo B,2021-10-13 17:24:12,2021-08-16
2021-08-13 10:51:12,Imobiliária 125,,02 - Ta quente!,Perdido,,2021-09-23 14:55:25,Tipo B,2021-09-23 14:55:27,2021-09-27
2021-08-13 10:52:42,Imobiliária 213,Não,04 - Pós-visita,Perdido,,2021-08-17 17:30:00,Tipo B,2021-08-17 17:30:00,2021-08-16
2021-08-13 10:55:47,Imobiliária 213,Não,04 - Pós-visita,Perdido,,2021-08-17 17:28:34,Tipo B,2021-08-17 17:28:34,2021-08-16
2021-08-13 10:56:26,Imobiliária 125,,02 - Ta quente!,Perdido,,2021-09-09 17:17:26,Tipo B,2021-09-09 17:17:26,
2021-08-13 11:06:16,Imobiliária 125,,02 - Ta quente!,Perdido,,2021-09-23 14:56:44,Tipo B,2021-09-23 14:56:45,2021-09-27
2021-08-13 11:12:51,Imobiliária 7,Sim,05 - Acompanhamento,Perdido,,2021-09-15 08:34:23,Tipo D,2021-09-15 08:34:24,
2021-08-13 11:15:26,Imobiliária 184,Sim,03 - Visita Agendada,Perdido,,2021-09-14 11:45:09,Tipo B,2021-09-14 11:45:09,
2021-08-13 11:17:47,Imobiliária 125,,02 - Ta quente!,Perdido,,2021-09-30 16:30:40,Tipo B,2021-09-30 16:30:41,2021-09-30
2021-08-13 11:25:50,Imobiliária 7,Não,07 - Negociação,Perdido,,2021-08-26 16:03:18,Tipo D,2021-08-26 16:03:18,
2021-08-13 11:45:18,Imobiliária 219,,02 - Ta quente!,Perdido,,2021-09-16 09:52:31,Tipo B,2021-09-16 09:52:31,2021-09-16
2021-08-13 13:31:37,Imobiliária 227,Não,03 - Visita Agendada,Perdido,,2021-08-16 15:33:34,Tipo C,2021-08-16 15:33:35,
2021-08-13 13:33:59,Imobiliária 72,Sim,03 - Visita Agendada,Perdido,,2021-08-31 13:55:41,Tipo D,2021-08-31 13:55:41,2021-08-24
2021-08-13 13:36:28,Imobiliária 72,Não,03 - Visita Agendada,Perdido,,2021-08-31 13:55:32,Tipo D,2021-08-31 13:55:32,2021-08-24
2021-08-13 13:57:34,Imobiliária 127,,02 - Ta quente!,Perdido,,2021-08-13 14:03:15,Tipo B,2021-08-13 14:03:15,
2021-08-13 14:10:39,Imobiliária 164,,02 - Ta quente!,Perdido,,2021-09-30 16:32:54,Tipo B,2021-09-30 16:32:54,2021-09-30
2021-08-13 14:10:49,Imobiliária 32,,02 - Ta quente!,Perdido,,2021-08-23 14:31:12,Tipo D,2021-08-23 14:31:13,2021-08-23
2021-08-13 14:46:26,Imobiliária 52,Sim,05 - Acompanhamento,Perdido,,2021-09-16 16:52:34,Tipo D,2021-09-16 16:52:34,2021-08-27
2021-08-13 14:57:38,Imobiliária 122,,01 - Contato,Perdido,,2021-10-14 10:37:29,Tipo B,2021-10-14 10:37:29,2021-08-18
2021-08-13 15:16:41,Imobiliária 219,,02 - Ta quente!,Perdido,,2021-09-21 16:52:23,Tipo B,2021-09-21 16:52:24,2021-09-21
2021-08-13 15:31:31,Imobiliária 134,,02 - Ta quente!,Perdido,,2021-10-07 10:11:08,Tipo B,2021-10-07 10:11:08,2021-10-06
2021-08-13 15:52:17,Imobiliária 149,Sim,05 - Acompanhamento,Perdido,,2021-08-17 10:38:51,Tipo C,2021-08-17 10:38:52,2021-08-16
2021-08-13 15:54:12,Imobiliária 149,Não,05 - Acompanhamento,Perdido,,2021-08-17 10:39:05,Tipo C,2021-08-17 10:39:06,2021-08-16
2021-08-13 16:01:02,Imobiliária 134,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:24:29,Tipo B,2021-10-13 17:24:29,2021-08-23
2021-08-13 16:05:18,Imobiliária 149,Não,05 - Acompanhamento,Perdido,,2021-09-14 16:03:11,Tipo C,2021-09-14 16:03:11,2021-08-24
2021-08-13 16:11:03,Imobiliária 134,Não,03 - Visita Agendada,Perdido,,2021-08-16 10:32:10,Tipo B,2021-08-16 10:32:10,2021-08-16
2021-08-13 16:13:20,Imobiliária 198,Sim,04 - Pós-visita,Perdido,,2021-08-17 10:31:54,Tipo C,2021-08-17 10:31:54,
2021-08-13 16:13:44,Imobiliária 198,Não,04 - Pós-visita,Perdido,,2021-08-17 10:32:18,Tipo C,2021-08-17 10:32:18,
2021-08-13 16:16:33,Imobiliária 38,Sim,05 - Acompanhamento,Perdido,,2021-08-16 12:39:56,Tipo C,2021-08-16 12:39:56,
2021-08-13 16:18:14,Imobiliária 38,,05 - Acompanhamento,Perdido,,2021-09-13 11:24:59,Tipo C,2021-09-13 11:24:59,
2021-08-13 16:18:35,Imobiliária 205,,01 - Contato,Em aberto,,,Tipo B,2021-09-20 09:18:20,2021-09-30
2021-08-13 16:24:25,Imobiliária 187,,02 - Ta quente!,Perdido,,2021-09-06 13:42:39,Tipo C,2021-09-06 13:42:40,2021-09-02
2021-08-13 16:25:23,Imobiliária 110,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:50:41,Tipo B,2021-09-14 11:50:41,
2021-08-13 16:27:18,Imobiliária 110,Não,05 - Acompanhamento,Perdido,,2021-08-18 10:57:40,Tipo B,2021-08-18 10:57:40,
2021-08-13 16:38:37,Imobiliária 186,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:27:48,Tipo C,2021-09-14 11:27:48,
2021-08-13 16:40:18,Imobiliária 186,Sim,05 - Acompanhamento,Perdido,,2021-09-11 08:33:32,Tipo C,2021-09-11 08:33:32,
2021-08-13 16:55:38,Imobiliária 57,Sim,05 - Acompanhamento,Perdido,,2021-09-15 15:00:06,Tipo D,2021-09-15 15:00:06,2021-08-20
2021-08-13 16:59:05,Imobiliária 231,,01 - Contato,Em aberto,,,Tipo C,2021-10-09 09:42:29,2021-08-16
2021-08-13 17:06:09,Imobiliária 164,,02 - Ta quente!,Perdido,,2021-09-30 16:35:17,Tipo B,2021-09-30 16:35:18,2021-09-30
2021-08-13 17:06:23,Imobiliária 17,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-05 17:25:55,
2021-08-13 17:35:30,Imobiliária 5,,02 - Ta quente!,Perdido,,2021-09-23 15:13:04,Tipo C,2021-09-23 15:13:05,2021-09-23
2021-08-13 17:46:00,Imobiliária 17,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-14 10:02:36,2021-09-27
2021-08-13 17:49:16,Imobiliária 74,Sim,05 - Acompanhamento,Perdido,,2021-09-18 13:06:24,Tipo C,2021-09-18 13:06:25,2021-09-17
2021-08-14 08:34:02,Imobiliária 105,Não,03 - Visita Agendada,Perdido,,2021-08-27 11:55:02,Tipo B,2021-08-27 11:55:02,2021-08-14
2021-08-14 08:59:39,Imobiliária 32,Sim,05 - Acompanhamento,Perdido,,2021-08-23 09:29:16,Tipo D,2021-08-24 17:42:07,2021-08-23
2021-08-14 09:00:55,Imobiliária 32,,05 - Acompanhamento,Perdido,,2021-08-23 08:43:09,Tipo D,2021-08-23 08:43:13,2021-08-23
2021-08-14 10:39:37,Imobiliária 162,Não,05 - Acompanhamento,Perdido,,2021-09-04 10:25:04,Tipo C,2021-09-04 10:25:05,2021-08-16
2021-08-16 08:52:49,Imobiliária 5,,02 - Ta quente!,Perdido,,2021-09-30 16:38:21,Tipo C,2021-09-30 16:38:22,2021-09-30
2021-08-16 09:29:06,Imobiliária 219,Sim,05 - Acompanhamento,Perdido,,2021-08-16 15:17:33,Tipo B,2021-08-20 17:23:06,2021-08-16
2021-08-16 09:29:38,Imobiliária 219,,05 - Acompanhamento,Perdido,,2021-09-21 16:52:52,Tipo B,2021-09-25 11:02:04,2021-09-21
2021-08-16 09:38:52,Imobiliária 5,,02 - Ta quente!,Perdido,,2021-08-17 09:00:28,Tipo C,2021-08-17 09:00:28,
2021-08-16 09:57:38,Imobiliária 17,Não,07 - Negociação,Perdido,,2021-08-26 16:06:20,Tipo D,2021-08-26 16:06:21,
2021-08-16 10:02:34,Imobiliária 127,,02 - Ta quente!,Perdido,,2021-08-30 16:13:59,Tipo B,2021-08-30 16:13:59,2021-08-30
2021-08-16 10:26:40,Imobiliária 110,,02 - Ta quente!,Perdido,,2021-09-14 11:46:12,Tipo B,2021-09-14 11:46:12,
2021-08-16 10:27:09,Imobiliária 110,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:46:33,Tipo B,2021-09-14 11:46:33,
2021-08-16 10:27:31,Imobiliária 110,Não,05 - Acompanhamento,Perdido,,2021-08-18 10:58:39,Tipo B,2021-08-18 10:58:39,
2021-08-16 10:28:00,Imobiliária 164,,02 - Ta quente!,Perdido,,2021-09-23 17:23:53,Tipo B,2021-09-23 17:23:59,
2021-08-16 10:35:46,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-08-16 10:36:41,Tipo B,2021-08-16 10:36:42,
2021-08-16 10:42:59,Imobiliária 160,Sim,03 - Visita Agendada,Perdido,,2021-08-25 17:05:59,Tipo B,2021-08-25 17:05:59,2021-08-17
2021-08-16 10:48:58,Imobiliária 166,,03 - Visita Agendada,Perdido,,2021-08-17 08:32:17,Tipo B,2021-08-20 17:23:00,2021-08-17
2021-08-16 10:51:45,Imobiliária 166,,03 - Visita Agendada,Perdido,,2021-08-17 08:29:21,Tipo B,2021-08-20 17:23:07,2021-08-17
2021-08-16 11:04:10,Imobiliária 21,,01 - Contato,Em aberto,,,Tipo D,2021-10-01 10:17:49,2021-09-30
2021-08-16 11:07:01,Imobiliária 21,,02 - Ta quente!,Perdido,,2021-09-18 10:28:13,Tipo D,2021-09-18 10:28:13,2021-09-17
2021-08-16 11:14:00,Imobiliária 65,Sim,05 - Acompanhamento,Perdido,,2021-08-19 16:39:53,Tipo D,2021-08-19 16:39:53,2021-08-18
2021-08-16 11:15:50,Imobiliária 65,Não,05 - Acompanhamento,Perdido,,2021-09-16 08:56:58,Tipo D,2021-09-16 08:56:58,2021-08-26
2021-08-16 11:23:04,Imobiliária 131,,02 - Ta quente!,Perdido,,2021-09-21 15:38:24,Tipo B,2021-09-21 15:38:28,2021-09-21
2021-08-16 11:24:58,Imobiliária 166,,03 - Visita Agendada,Perdido,,2021-08-17 08:27:37,Tipo B,2021-08-20 17:23:11,2021-08-17
2021-08-16 11:28:34,Imobiliária 131,,02 - Ta quente!,Perdido,,2021-09-21 11:39:46,Tipo B,2021-09-21 11:39:46,2021-09-21
2021-08-16 11:34:52,Imobiliária 21,Sim,05 - Acompanhamento,Perdido,,2021-08-17 09:00:19,Tipo D,2021-08-17 09:00:19,2021-08-17
2021-08-16 11:40:05,Imobiliária 6,,02 - Ta quente!,Perdido,,2021-09-09 09:49:53,Tipo D,2021-09-09 09:49:54,2021-08-27
2021-08-16 11:44:31,Imobiliária 21,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:24:42,Tipo D,2021-10-13 17:24:42,2021-08-17
2021-08-16 11:59:07,Imobiliária 114,,01 - Contato,Em aberto,,,Tipo B,2021-10-14 11:55:56,
2021-08-16 12:07:21,Imobiliária 132,,02 - Ta quente!,Perdido,,2021-09-16 10:16:24,Tipo B,2021-09-16 10:16:24,2021-08-27
2021-08-16 12:29:07,Imobiliária 216,,02 - Ta quente!,Perdido,,2021-09-09 09:49:29,Tipo B,2021-09-09 09:49:29,2021-08-27
2021-08-16 13:01:26,Imobiliária 114,Sim,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-14 08:24:31,2021-09-02
2021-08-16 13:10:18,Imobiliária 164,,02 - Ta quente!,Perdido,,2021-08-16 14:53:07,Tipo B,2021-08-16 14:53:08,
2021-08-16 13:23:46,Imobiliária 231,,02 - Ta quente!,Perdido,,2021-09-06 10:22:20,Tipo C,2021-09-06 10:22:21,2021-09-06
2021-08-16 13:25:46,Imobiliária 149,Não,05 - Acompanhamento,Perdido,,2021-08-17 10:39:16,Tipo C,2021-08-17 10:39:17,2021-08-16
2021-08-16 13:25:56,Imobiliária 213,Sim,05 - Acompanhamento,Perdido,,2021-10-04 17:16:04,Tipo B,2021-10-04 17:16:04,2021-09-24
2021-08-16 13:31:51,Imobiliária 210,,02 - Ta quente!,Perdido,,2021-08-27 16:23:06,Tipo B,2021-09-06 16:38:49,2021-08-30
2021-08-16 13:37:58,Imobiliária 213,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:24:57,Tipo B,2021-10-13 17:24:57,2021-08-24
2021-08-16 13:47:00,Imobiliária 231,,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-11 17:08:03,2021-09-17
2021-08-16 14:06:11,Imobiliária 190,,02 - Ta quente!,Perdido,,2021-08-16 15:18:27,Tipo B,2021-08-16 15:18:28,
2021-08-16 14:12:55,Imobiliária 166,,03 - Visita Agendada,Perdido,,2021-08-17 08:23:48,Tipo B,2021-08-20 17:23:11,2021-08-17
2021-08-16 14:16:49,Imobiliária 29,,02 - Ta quente!,Perdido,,2021-09-15 16:05:04,Tipo D,2021-09-15 16:05:04,
2021-08-16 14:17:06,Imobiliária 29,,02 - Ta quente!,Perdido,,2021-08-16 14:17:54,Tipo D,2021-08-16 14:17:54,
2021-08-16 14:23:51,Imobiliária 205,,02 - Ta quente!,Perdido,,2021-08-17 14:17:17,Tipo B,2021-08-17 14:17:17,
2021-08-16 14:24:27,Imobiliária 205,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-13 17:08:05,2021-09-07
2021-08-16 14:44:58,Imobiliária 31,Sim,05 - Acompanhamento,Perdido,,2021-09-16 08:56:19,Tipo D,2021-09-16 08:56:19,2021-08-26
2021-08-16 14:46:32,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-08-19 14:36:12,Tipo D,2021-08-19 14:36:12,2021-08-18
2021-08-16 14:56:31,Imobiliária 44,,02 - Ta quente!,Perdido,,2021-09-02 11:47:52,Tipo D,2021-09-02 11:47:53,2021-09-02
2021-08-16 15:18:34,Imobiliária 191,,02 - Ta quente!,Perdido,,2021-09-13 12:52:08,Tipo B,2021-09-13 12:52:08,
2021-08-16 15:20:17,Imobiliária 191,Sim,05 - Acompanhamento,Perdido,,2021-09-13 11:25:09,Tipo B,2021-09-13 11:25:09,
2021-08-16 15:21:10,Imobiliária 191,Não,05 - Acompanhamento,Perdido,,2021-09-13 13:00:04,Tipo B,2021-09-13 13:00:04,
2021-08-16 15:30:59,Imobiliária 38,,02 - Ta quente!,Perdido,,2021-09-14 11:46:59,Tipo C,2021-09-14 11:46:59,
2021-08-16 15:31:38,Imobiliária 38,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:46:41,Tipo C,2021-09-14 11:46:41,
2021-08-16 15:32:20,Imobiliária 38,Não,05 - Acompanhamento,Perdido,,2021-09-13 12:59:56,Tipo C,2021-09-13 12:59:56,
2021-08-16 15:35:33,Imobiliária 106,Sim,02 - Ta quente!,Perdido,,2021-09-17 15:59:35,Tipo C,2021-09-17 15:59:35,2021-09-17
2021-08-16 15:36:47,Imobiliária 230,,01 - Contato,Em aberto,,,Tipo C,2021-10-05 16:09:55,
2021-08-16 15:48:50,Imobiliária 31,Sim,05 - Acompanhamento,Perdido,,2021-09-16 08:52:43,Tipo D,2021-09-16 08:52:43,2021-08-26
2021-08-16 15:51:13,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-09-16 08:29:09,Tipo D,2021-09-16 08:29:09,2021-08-25
2021-08-16 15:52:42,Imobiliária 201,,02 - Ta quente!,Perdido,,2021-09-24 14:30:37,Tipo C,2021-09-24 14:30:41,2021-09-23
2021-08-16 15:55:10,Imobiliária 201,Sim,05 - Acompanhamento,Perdido,,2021-09-24 14:29:10,Tipo C,2021-09-24 14:29:13,2021-09-27
2021-08-16 16:12:35,Imobiliária 21,,02 - Ta quente!,Perdido,,2021-09-18 10:27:28,Tipo D,2021-09-18 10:27:28,2021-09-17
2021-08-16 16:17:43,Imobiliária 117,,01 - Contato,Em aberto,,,Tipo B,2021-10-01 09:26:07,2021-10-01
2021-08-16 16:18:09,Imobiliária 231,,01 - Contato,Perdido,,2021-10-08 10:59:50,Tipo C,2021-10-08 10:59:51,2021-10-08
2021-08-16 16:18:35,Imobiliária 117,,02 - Ta quente!,Perdido,,2021-08-25 15:46:54,Tipo B,2021-08-25 15:46:54,
2021-08-16 16:18:36,Imobiliária 231,,01 - Contato,Em aberto,,,Tipo C,2021-10-11 11:27:58,
2021-08-16 16:19:16,Imobiliária 231,,01 - Contato,Em aberto,,,Tipo C,2021-09-15 14:19:04,
2021-08-16 16:19:23,Imobiliária 117,,02 - Ta quente!,Perdido,,2021-08-25 15:46:39,Tipo B,2021-08-25 15:46:39,
2021-08-16 16:19:50,Imobiliária 231,,01 - Contato,Em aberto,,,Tipo C,2021-10-08 10:45:46,
2021-08-16 16:20:19,Imobiliária 231,,01 - Contato,Em aberto,,,Tipo C,2021-09-23 08:19:11,
2021-08-16 16:27:41,Imobiliária 134,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-14 14:27:54,2021-10-06
2021-08-16 16:29:15,Imobiliária 26,Sim,04 - Pós-visita,Perdido,,2021-08-18 11:15:48,Tipo B,2021-08-18 11:15:48,
2021-08-16 16:30:08,Imobiliária 26,Não,04 - Pós-visita,Perdido,,2021-08-18 11:15:41,Tipo B,2021-08-18 11:15:41,
2021-08-16 16:31:15,Imobiliária 76,Sim,05 - Acompanhamento,Perdido,,2021-08-19 09:45:40,Tipo A,2021-08-19 09:45:40,2021-08-18
2021-08-16 16:32:59,Imobiliária 76,Não,05 - Acompanhamento,Perdido,,2021-09-16 08:28:51,Tipo A,2021-09-16 08:28:51,2021-08-25
2021-08-16 16:39:35,Imobiliária 144,,02 - Ta quente!,Perdido,,2021-08-26 10:20:42,Tipo B,2021-08-26 10:20:43,2021-08-26
2021-08-16 16:40:58,Imobiliária 76,Sim,05 - Acompanhamento,Perdido,,2021-09-16 08:25:15,Tipo A,2021-09-16 08:25:15,2021-08-25
2021-08-16 16:44:23,Imobiliária 76,Não,05 - Acompanhamento,Perdido,,2021-08-19 11:03:25,Tipo A,2021-08-19 11:03:25,2021-08-18
2021-08-16 16:45:59,Imobiliária 76,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:25:32,Tipo A,2021-10-13 17:25:32,2021-08-18
2021-08-16 16:47:26,Imobiliária 117,,02 - Ta quente!,Perdido,,2021-08-25 15:46:26,Tipo B,2021-08-25 15:46:26,
2021-08-16 16:49:20,Imobiliária 26,Sim,04 - Pós-visita,Perdido,,2021-08-18 11:14:27,Tipo B,2021-08-18 11:14:57,
2021-08-16 16:49:38,Imobiliária 76,,02 - Ta quente!,Perdido,,2021-09-06 16:45:49,Tipo A,2021-09-06 16:45:49,2021-09-17
2021-08-16 16:49:40,Imobiliária 26,,02 - Ta quente!,Perdido,,2021-09-13 12:52:00,Tipo B,2021-09-13 12:52:00,
2021-08-16 17:04:25,Imobiliária 117,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-04 14:18:02,2021-09-10
2021-08-16 17:22:27,Imobiliária 80,,02 - Ta quente!,Perdido,,2021-10-02 09:20:14,Tipo A,2021-10-02 09:20:14,2021-09-24
2021-08-16 17:26:44,Imobiliária 180,Sim,03 - Visita Agendada,Perdido,,2021-08-21 12:20:40,Tipo B,2021-08-21 12:20:40,2021-08-18
2021-08-16 17:28:48,Imobiliária 180,Não,03 - Visita Agendada,Perdido,,2021-08-21 12:21:01,Tipo B,2021-08-21 12:21:01,2021-08-18
2021-08-16 17:32:07,Imobiliária 180,Não,03 - Visita Agendada,Perdido,,2021-08-21 12:20:16,Tipo B,2021-08-21 12:20:17,2021-08-18
2021-08-16 17:42:38,Imobiliária 180,Sim,03 - Visita Agendada,Perdido,,2021-08-21 08:23:16,Tipo B,2021-08-21 08:23:17,2021-08-19
2021-08-17 08:55:04,Imobiliária 114,Sim,02 - Ta quente!,Perdido,,2021-10-13 08:24:36,Tipo B,2021-10-13 08:24:36,
2021-08-17 09:18:55,Imobiliária 145,,01 - Contato,Em aberto,,,Tipo B,2021-10-04 09:35:26,2021-09-21
2021-08-17 09:21:00,Imobiliária 145,Sim,05 - Acompanhamento,Perdido,,2021-09-15 16:55:12,Tipo B,2021-09-15 16:55:12,2021-08-24
2021-08-17 09:29:41,Imobiliária 145,,05 - Acompanhamento,Perdido,,2021-09-15 16:54:57,Tipo B,2021-09-15 16:54:57,2021-08-24
2021-08-17 09:34:44,Imobiliária 106,Sim,05 - Acompanhamento,Perdido,,2021-09-21 16:26:28,Tipo C,2021-09-21 16:26:28,2021-09-17
2021-08-17 09:56:12,Imobiliária 106,Sim,02 - Ta quente!,Perdido,,2021-09-21 16:22:19,Tipo C,2021-09-21 16:22:19,2021-09-10
2021-08-17 10:03:07,Imobiliária 144,,02 - Ta quente!,Perdido,,2021-08-26 10:21:30,Tipo B,2021-08-26 10:21:31,2021-08-26
2021-08-17 10:13:44,Imobiliária 31,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:25:52,Tipo D,2021-10-13 17:25:52,2021-08-23
2021-08-17 10:17:19,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:26:11,Tipo D,2021-10-13 17:26:11,2021-08-23
2021-08-17 10:29:34,Imobiliária 24,,01 - Contato,Em aberto,,,Tipo B,2021-09-14 14:32:37,2021-08-31
2021-08-17 10:31:31,Imobiliária 198,,02 - Ta quente!,Em aberto,,,Tipo C,2021-09-14 14:45:55,
2021-08-17 10:43:13,Imobiliária 219,Sim,03 - Visita Agendada,Perdido,,2021-08-30 08:36:49,Tipo B,2021-09-06 16:39:03,2021-08-30
2021-08-17 11:10:31,Imobiliária 52,Sim,05 - Acompanhamento,Perdido,,2021-09-06 09:32:53,Tipo D,2021-09-06 09:32:53,2021-08-23
2021-08-17 11:16:26,Imobiliária 186,Sim,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-09 08:45:52,
2021-08-17 11:18:47,Imobiliária 223,,02 - Ta quente!,Perdido,,2021-09-09 09:41:51,Tipo B,2021-09-09 09:41:52,2021-08-27
2021-08-17 11:19:16,Imobiliária 52,Não,03 - Visita Agendada,Perdido,,2021-08-18 08:46:55,Tipo D,2021-08-18 08:46:55,2021-08-18
2021-08-17 11:19:38,Imobiliária 223,,02 - Ta quente!,Perdido,,2021-09-09 09:41:33,Tipo B,2021-09-09 09:41:33,2021-08-27
2021-08-17 11:20:22,Imobiliária 223,,01 - Contato,Perdido,,2021-09-08 13:51:41,Tipo B,2021-09-08 13:51:42,2021-08-27
2021-08-17 11:42:41,Imobiliária 161,,02 - Ta quente!,Perdido,,2021-09-17 14:15:40,Tipo B,2021-09-17 14:15:40,2021-09-09
2021-08-17 11:48:36,Imobiliária 17,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-14 11:11:12,2021-08-20
2021-08-17 13:04:39,Imobiliária 114,Sim,05 - Acompanhamento,Perdido,,2021-09-14 11:22:02,Tipo B,2021-09-14 11:22:02,
2021-08-17 13:06:00,Imobiliária 114,Não,05 - Acompanhamento,Perdido,,2021-09-14 11:22:20,Tipo B,2021-09-14 11:22:20,
2021-08-17 13:21:04,Imobiliária 187,,01 - Contato,Perdido,,2021-09-27 15:47:00,Tipo C,2021-09-27 15:47:03,2021-09-27
2021-08-17 13:22:51,Imobiliária 187,,02 - Ta quente!,Perdido,,2021-09-15 15:54:12,Tipo C,2021-09-15 15:54:12,2021-09-13
2021-08-17 13:37:18,Imobiliária 44,,02 - Ta quente!,Perdido,,2021-09-06 13:41:57,Tipo D,2021-09-06 13:41:57,2021-09-02
2021-08-17 14:21:28,Imobiliária 80,Sim,05 - Acompanhamento,Perdido,,2021-09-16 08:24:23,Tipo A,2021-09-16 08:24:23,2021-08-25
2021-08-17 14:33:33,Imobiliária 80,Não,05 - Acompanhamento,Perdido,,2021-09-15 14:21:34,Tipo A,2021-09-15 14:21:34,2021-08-24
2021-08-17 14:42:39,Imobiliária 80,Não,05 - Acompanhamento,Perdido,,2021-08-19 15:29:07,Tipo A,2021-08-19 15:29:07,2021-08-19
2021-08-17 14:46:44,Imobiliária 17,Sim,05 - Acompanhamento,Perdido,,2021-09-15 09:21:33,Tipo D,2021-09-15 09:21:34,
2021-08-17 15:02:30,Imobiliária 84,,02 - Ta quente!,Perdido,,2021-09-04 09:48:07,Tipo A,2021-09-04 09:48:07,2021-08-23
2021-08-17 15:02:42,Imobiliária 210,,02 - Ta quente!,Perdido,,2021-09-09 16:35:44,Tipo B,2021-09-09 17:27:15,2021-09-09
2021-08-17 15:12:01,Imobiliária 208,,02 - Ta quente!,Perdido,,2021-08-20 09:09:39,Tipo B,2021-08-20 09:09:39,
2021-08-17 15:15:42,Imobiliária 134,Sim,05 - Acompanhamento,Perdido,,2021-08-19 15:49:28,Tipo B,2021-08-19 15:49:28,2021-08-19
2021-08-17 15:16:57,Imobiliária 134,Não,04 - Pós-visita,Perdido,,2021-08-19 15:58:04,Tipo B,2021-08-19 15:58:04,2021-08-19
2021-08-17 15:19:19,Imobiliária 134,Não,05 - Acompanhamento,Perdido,,2021-10-02 10:53:03,Tipo B,2021-10-02 10:53:03,2021-09-22
2021-08-17 15:31:59,Imobiliária 54,,01 - Contato,Perdido,,2021-09-15 13:45:34,Tipo D,2021-09-15 13:45:35,
2021-08-17 15:40:19,Imobiliária 237,Sim,01 - Contato,Em aberto,,,Tipo C,2021-10-13 08:23:08,
2021-08-17 15:44:53,Imobiliária 199,,01 - Contato,Em aberto,,,Tipo B,2021-09-10 11:52:22,2021-08-23
2021-08-17 15:50:56,Imobiliária 229,,01 - Contato,Perdido,,2021-09-08 15:47:46,Tipo B,2021-09-08 15:47:46,2021-09-01
2021-08-17 15:54:58,Imobiliária 237,Sim,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-09 10:41:20,
2021-08-17 16:00:53,Imobiliária 26,,02 - Ta quente!,Perdido,,2021-09-13 12:51:42,Tipo B,2021-09-13 12:51:43,
2021-08-17 16:12:11,Imobiliária 26,Sim,05 - Acompanhamento,Perdido,,2021-09-13 11:25:15,Tipo B,2021-09-13 11:25:16,2021-08-19
2021-08-17 16:16:04,Imobiliária 26,Não,05 - Acompanhamento,Perdido,,2021-08-25 09:49:51,Tipo B,2021-08-25 09:49:51,
2021-08-17 16:19:36,Imobiliária 83,,01 - Contato,Em aberto,,,Tipo C,2021-09-20 09:18:01,2021-09-30
2021-08-17 16:20:35,Imobiliária 80,Sim,05 - Acompanhamento,Perdido,,2021-09-13 08:14:53,Tipo A,2021-09-13 08:14:53,2021-08-23
2021-08-17 16:21:30,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-10-04 09:40:18,Tipo B,2021-10-04 09:40:18,2021-08-19
2021-08-17 16:22:13,Imobiliária 3,,02 - Ta quente!,Perdido,,2021-10-13 17:29:16,Tipo B,2021-10-13 17:29:16,
2021-08-17 16:22:40,Imobiliária 3,Não,05 - Acompanhamento,Perdido,,2021-09-14 14:51:27,Tipo B,2021-09-14 14:51:27,
2021-08-17 16:26:50,Imobiliária 80,Não,05 - Acompanhamento,Perdido,,2021-09-13 08:07:28,Tipo A,2021-09-13 08:07:28,2021-08-23
2021-08-17 16:28:02,Imobiliária 83,,02 - Ta quente!,Perdido,,2021-08-25 15:57:58,Tipo C,2021-08-25 15:57:58,
